,train_loss,val_loss,train_accuracy,val_accuracy
0,0.08692110414892378,0.17987490218618643,0.41295938104448743,0.45217391304347826
1,0.08650946974523754,0.17900604061458422,0.4245647969052224,0.45217391304347826
2,0.08609344362059691,0.1781222219052522,0.42359767891682787,0.45217391304347826
3,0.08566685225562386,0.1771715029426243,0.42359767891682787,0.45217391304347826
4,0.08517065696144473,0.17605327626933223,0.4245647969052224,0.45217391304347826
5,0.08456940346575798,0.17462992046190345,0.4274661508704062,0.45217391304347826
6,0.0837809438862238,0.17263520385908043,0.42359767891682787,0.45217391304347826
7,0.08261349929831706,0.16950848413550335,0.425531914893617,0.45217391304347826
8,0.0807085501847922,0.16424237541530443,0.41876208897485495,0.45217391304347826
9,0.07781843509618733,0.15742190091506295,0.42649903288201163,0.45217391304347826
10,0.07571815441378772,0.1541826579881751,0.42359767891682787,0.45217391304347826
11,0.07511485579857743,0.15347646008367125,0.4245647969052224,0.45217391304347826
12,0.07478019393389644,0.15318076506904935,0.4274661508704062,0.45217391304347826
13,0.07477156959142629,0.15300357341766357,0.42940038684719534,0.45217391304347826
14,0.07465038539362599,0.15290318468342656,0.43036750483558994,0.45217391304347826
15,0.07438042120038886,0.15262821860935377,0.42166344294003866,0.45217391304347826
16,0.07434597824712787,0.15230247041453485,0.42649903288201163,0.45217391304347826
17,0.07422555276918688,0.15216444989909297,0.4245647969052224,0.45217391304347826
18,0.07400854747576686,0.1518739067989847,0.42359767891682787,0.45217391304347826
19,0.07373759974824622,0.1513300149337105,0.4245647969052224,0.45217391304347826
20,0.07346095383974292,0.15079055143439252,0.4245647969052224,0.45217391304347826
21,0.07309514791407484,0.1501606443653936,0.4245647969052224,0.45217391304347826
22,0.07285906544506435,0.14987801261570144,0.4245647969052224,0.45217391304347826
23,0.07267007364295207,0.1496511143186818,0.4245647969052224,0.45217391304347826
24,0.0725256685362102,0.14995584591575292,0.42649903288201163,0.45217391304347826
25,0.07253400580795406,0.149388485369475,0.4284332688588008,0.45217391304347826
26,0.0722697171989677,0.14941980735115382,0.4274661508704062,0.45217391304347826
