,train_loss,val_loss,train_accuracy,val_accuracy
0,0.07532155617523931,0.15377542765244193,0.4922630560928433,0.45217391304347826
1,0.07222346860619994,0.15075058937072755,0.4381044487427466,0.45217391304347826
2,0.07067900469501429,0.15144483110179072,0.45164410058027077,0.45217391304347826
3,0.07001638677641317,0.14834501432335895,0.4748549323017408,0.46956521739130436
4,0.06963889891681634,0.14644479958907416,0.5029013539651838,0.5043478260869565
5,0.06928658623759935,0.14580326391303022,0.5106382978723404,0.5304347826086957
6,0.06940276093593649,0.1457017286964085,0.52321083172147,0.5391304347826087
7,0.0694215138599536,0.14804137997005296,0.5454545454545454,0.5043478260869565
8,0.06917276044648206,0.1449778422065403,0.5473887814313346,0.5478260869565217
9,0.06912985887933285,0.14437467740929644,0.562862669245648,0.5826086956521739
10,0.06919133190490752,0.14520567551903102,0.574468085106383,0.5565217391304348
11,0.06858399931190093,0.14459144395330678,0.5773694390715667,0.6
12,0.0686383571338838,0.14427612449811852,0.5851063829787234,0.591304347826087
13,0.0686217695186401,0.14462537713672804,0.597678916827853,0.6086956521739131
14,0.06895432354633767,0.14521392583847045,0.5957446808510638,0.6086956521739131
15,0.06867902767727407,0.1444479781648387,0.5841392649903289,0.6086956521739131
16,0.06892408387342781,0.1440593097520911,0.59284332688588,0.6086956521739131
17,0.0685606412661606,0.14391519712365192,0.5938104448742747,0.6260869565217392
18,0.06883172365175687,0.14428458472956782,0.5938104448742747,0.6086956521739131
19,0.06852517373557247,0.143719062079554,0.5996131528046421,0.6086956521739131
20,0.06853901728901227,0.14296128594357035,0.6005802707930368,0.6434782608695652
21,0.06847011893122985,0.14296364369599715,0.6034816247582205,0.6347826086956522
22,0.06819983135109021,0.1428762549939363,0.6073500967117988,0.6347826086956522
23,0.06807284492358018,0.14363873575044714,0.6131528046421664,0.6347826086956522
24,0.06821387683399872,0.1429412727770598,0.6083172147001934,0.6434782608695652
25,0.06783446600404883,0.14255581835041875,0.6199226305609284,0.6608695652173913
26,0.0679133912580848,0.14269272866456406,0.6218568665377177,0.6434782608695652
27,0.06770153548316292,0.14096093540606291,0.6228239845261122,0.6434782608695652
28,0.0677200153441217,0.14240589504656584,0.6170212765957447,0.6434782608695652
